All-Genes	Accession-1	Names
yfiL	b2602	yfiL // b2602 // ECK2599
yfiM	b2586	yfiM // b2586 // ECK2584
yfiR	b2603	yfiR // b2603 // ECK2600
yfiS	b4783	yfiS // b4783 // ECK4639
yfjD	b4461	yfjD // b2612 // ypjE // b2613 // b4461 // ECK2609
yfjF	b2618	yfjF // ratB // b2618 // ECK2614
yfjH	b2623	yfjH // b2623 // ECK2619
yfjI	b2625	yfjI // b2625 // ECK2621
yfjJ	b2626	yfjJ // b2626 // ECK2622
yfjM	b2629	yfjM // b2629 // ECK2625
yfjP	b2632	yfjP // b2632 // ECK2628
yfjQ	b2633	yfjQ // b2633 // ECK2629
yfjR	b2634	yfjR // b2634 // ECK2630
yfjS	b2636	UNCLASSIFIED
yfjT	b2637	yfjT // b2637 // ECK2633
yfjU	b2638	yfjU // b2638 // ECK2634
yfjV	b2641	yfjV // ypjM // ypjL // ECK2637 // ECK2636 // b2640 // b2639 // b2641 // ECK2635
yfjW	b2642	yfjW // b2642 // ECK2638
yfjZ	b2645	yfjZ // lfgD // b2645 // ECK2642
ygaC	b2671	ygaC // b2671 // ECK2665
ygaH	b2683	ygaH // b2683 // ECK2677
ygaM	b2672	UNCLASSIFIED
ygaP	b2668	ygaP // b2668 // ECK2662
ygaQ	b4462	ygaQ // G7393 // yqaD // G7392 // G7391 // ygaR // b2656 // b2655 // yqaC // b2654 // b2657 // b2658 // b4462 // ECK2649
ygaV	b2667	ygaV // b2667 // ECK2661
ygaY	b2681	ygaY // ygaX // b2680 // ECK2675 // b2681 // ECK2674
ygaZ	b2682	ygaZ // b2682 // ECK2676
ygbA	b2732	ygbA // b2732 // ECK2727
ygbE	b2749	ygbE // b2749 // ECK2744
ygbI	b2735	ygbI // b2735 // ECK2730
ygbJ	b2736	UNCLASSIFIED
ygbK	b2737	UNCLASSIFIED
ygbL	b2738	ygbL // b2738 // ECK2733
ygbM	b2739	ygbM // b2739 // ECK2734
ygbN	b2740	ygbN // b2740 // ECK2735
ygcE	b2776	ygcE // b2776 // ECK2770
ygcG	b2778	ygcG // b2778 // ECK2772
ygcN	b2766	UNCLASSIFIED
ygcO	b2767	ygcO // b2767 // ECK2762
ygcP	b2768	UNCLASSIFIED
ygcQ	b2769	UNCLASSIFIED
ygcR	b2770	UNCLASSIFIED
ygcS	b2771	ygcS // b2771 // ECK2766
ygcU	b4463	ygcU // ygcT // b2772 // ygcV // b2773 // b4463 // ECK2767
ygcW	b2774	ygcW // b2774 // ECK2768
ygdB	b2824	ygdB // b2824 // ECK2820
ygdD	b2807	ygdD // b2807 // ECK2802
ygdG	b2798	ygdG // xni // exo // b2798 // ECK2793
ygdI	b2809	ygdI // b2809 // ECK2805
ygdQ	b2832	ygdQ // b2832 // ECK2828
ygdR	b2833	UNCLASSIFIED
ygdT	b4610	ygdT // b4610 // ECK4419
ygeA	b2840	UNCLASSIFIED
ygeF	b2850	ygeF // b2850 // ECK2848
ygeG	b2851	ygeG // b2851 // ECK2849
ygeH	b2852	ygeH // b2852 // ECK2850
ygeI	b2853	ygeI // b2853 // ECK2851
ygeK	b2855	ygeK // b2855 // ECK2853
ygeL	b2856	ygeL // b2856 // ECK2854
ygeN	b2858	ygeN // ygeM // b2857 // ECK2856 // b2858 // ECK2855
ygeO	b2859	ygeO // b2859 // ECK2857
ygeP	b2862	ygeP // b2862 // ECK2858
ygeQ	b2863	ygeQ // b2863 // ECK2859
ygeV	b2869	ygeV // b2869 // ECK2865
ygeW	b2870	ygeW // b2870 // ECK2866
ygeX	b2871	ygeX // b2871 // ECK2867
ygeY	b2872	ygeY // b2872 // ECK2868
ygfB	b2909	ygfB // b2909 // ECK2904
ygfF	b2902	ygfF // yqfD // b2902 // ECK2897
ygfK	b2878	UNCLASSIFIED
ygfM	b2880	UNCLASSIFIED
ygfS	b2886	ygfS // b2886 // ECK2881
ygfT	b2887	ygfT // b2887 // ECK2882
ygfX	b2896	ygfX // cptA // b2896 // ECK2891
ygfZ	b2898	ygfZ // yzzW // b2898 // ECK2893
yggC	b2928	UNCLASSIFIED
yggE	b2922	yggE // b2922 // ECK2918
yggF	b2930	yggF // yggK // b2930 // ECK2926
yggI	b2944	yggI // sprT // b2944 // ECK2939
yggL	b2959	yggL // b2959 // ECK2954
yggM	b2956	UNCLASSIFIED
yggN	b2958	UNCLASSIFIED
yggP	b4465	UNCLASSIFIED
yggR	b2950	yggR // b2950 // ECK2945
yggS	b2951	yggS // b2951 // ECK2946
yggT	b2952	yggT // b2952 // ECK2947
yggU	b2953	UNCLASSIFIED
yggX	b2962	yggX // b2962 // ECK2957
yghA	b3003	UNCLASSIFIED
yghB	b3009	yghB // b3009 // ECK3001
yghD	b2968	UNCLASSIFIED
yghE	b2969	yghE // ecfB // b2969 // ECK2964
yghF	b2970	yghF // ecfA // b2970 // ECK2965
yghG	b2971	yghG // gspSbeta // b2971 // ECK2966
yghJ	b4466	yghJ // b2974 // b2973 // sslE // b4466 // ECK2968
yghO	b2981	yghO // b2981 // ECK2976
yghQ	b2983	yghQ // b2983 // ECK2977
yghR	b2984	UNCLASSIFIED
yghS	b2985	UNCLASSIFIED
yghT	b2986	yghT // b2986 // ECK2980
yghU	b2989	yghU // b2989 // ECK2983
yghW	b2998	yghW // b2998 // ECK2992
yghX	b4658	yghX // b2999 // yghY // b3000 // ECK2994 // orf_f136 // b4658 // ECK2993
ygiA	b3036	ygiA // b3036 // ECK3027
ygiB	b3037	UNCLASSIFIED
ygiC	b3038	ygiC // b3038 // ECK3029
ygiD	b3039	UNCLASSIFIED
ygiF	b3054	UNCLASSIFIED
ygiL	b3043	ygiL // b3043 // ECK3034
ygiM	b3055	ygiM // ecfG // htrG // b3055 // ECK3045
ygiN	b3029	ygiN // b3029 // ECK3020
ygiQ	b4469	UNCLASSIFIED
ygiS	b3020	ygiS // b3020 // ECK3011
ygiV	b3023	ygiV // b3023 // ECK3014
ygiW	b3024	ygiW // visP // b3024 // ECK3015
ygiZ	b3027	ygiZ // b3027 // ECK3018
ygjH	b3074	UNCLASSIFIED
ygjI	b3078	ygjI // b3078 // ECK3068
ygjJ	b3079	ygjJ // b3079 // ECK3069
ygjK	b3080	ygjK // b3080 // ECK3070
ygjP	b3085	ygjP // b3085 // ECK3075
ygjQ	b3086	UNCLASSIFIED
ygjR	b3087	ygjR // b3087 // ECK3077
ygjV	b3090	UNCLASSIFIED
yhaB	b3120	UNCLASSIFIED
yhaC	b3121	UNCLASSIFIED
yhaH	b3103	yhaH // b3103 // ECK3094
yhaI	b3104	yhaI // b3104 // ECK3095
yhaJ	b3105	yhaJ // b3105 // ECK3096
yhaK	b3106	UNCLASSIFIED
yhaL	b3107	yhaL // b3107 // ECK3098
yhaV	b3130	yhaV // b3130 // ECK3118
yhbE	b3184	yhbE // b3184 // ECK3173
yhbO	b3153	yhbO // b3153 // ECK3141
yhbP	b3154	UNCLASSIFIED
yhbQ	b3155	yhbQ // b3155 // ECK3143
yhbS	b3156	UNCLASSIFIED
yhbW	b3160	yhbW // b3160 // ECK3148
yhbX	b3173	yhbX // b3173 // ECK3162
yhbY	b3180	yhbY // b3180 // ECK3169
yhcA	b3215	UNCLASSIFIED
yhcC	b3211	yhcC // b3211 // ECK3201
yhcD	b3216	yhcD // b3216 // ECK3206
yhcE	b4569	yhcE // b3217 // b4549 // b4569 // ECK3207
yhcF	b3219	yhcF // b3219 // ECK3208
yhcG	b3220	UNCLASSIFIED
yhcN	b3238	yhcN // b3238 // ECK3227
yhcO	b3239	UNCLASSIFIED
yhdE	b3248	yhdE // b3248 // ECK3236
yhdH	b3253	UNCLASSIFIED
yhdJ	b3262	yhdJ // b3262 // ECK3249
yhdN	b3293	UNCLASSIFIED
yhdP	b4472	UNCLASSIFIED
yhdT	b3257	UNCLASSIFIED
yhdU	b3263	yhdU // b3263 // ECK3250
yhdV	b3267	yhdV // b3267 // ECK3254
yhdW	b3268	yhdW // b3268 // ECK3255
yhdX	b3269	yhdX // b3269 // ECK3256
yhdY	b3270	yhdY // b3270 // ECK3257
yhdZ	b3271	yhdZ // b3271 // ECK3258
yheO	b3346	yheO // b3346 // ECK3333
yheS	b3352	yheS // b3352 // ECK3340
yheT	b3353	yheT // b3353 // ECK3341
yheU	b3354	yheU // b3354 // ECK3342
yheV	b4551	yheV // b4551 // ECK3337
yhfA	b3356	UNCLASSIFIED
yhfG	b3362	yhfG // ficA // b3362 // ECK3350
yhfK	b3358	yhfK // b3358 // ECK3346
yhfL	b3369	yhfL // b3369 // ECK3357
yhfS	b3376	UNCLASSIFIED
yhfT	b3377	yhfT // b3377 // ECK3364
yhfU	b3378	yhfU // b3378 // ECK3365
yhfW	b3380	UNCLASSIFIED
yhfX	b3381	UNCLASSIFIED
yhfY	b3382	UNCLASSIFIED
yhfZ	b3383	yhfZ // b3383 // ECK3370
yhgE	b3402	yhgE // b3402 // ECK3389
yhgF	b3407	yhgF // b3407 // ECK3394
yhgH	b3413	yhgH // gntX // b3413 // ECK3400
yhgN	b3434	yhgN // b3434 // ECK3420
yhgO	b4788	yhgO // b4788 // ECK4645
yhgP	b4789	yhgP // b4789 // ECK4646
yhhA	b3448	UNCLASSIFIED
yhhH	b3483	yhhH // b3483 // ECK3467
yhhI	b3484	yhhI // b3484 // ECK3469
yhhJ	b3485	yhhJ // b3485 // ECK3470
yhhL	b3466	UNCLASSIFIED
yhhM	b3467	yhhM // b3467 // ECK3451
yhhN	b3468	yhhN // b3468 // ECK3452
yhhQ	b3471	yhhQ // b3471 // ECK3455
yhhS	b3473	yhhS // b3473 // ECK3457
yhhT	b3474	yhhT // b3474 // ECK3458
yhhW	b3439	UNCLASSIFIED
yhhX	b3440	yhhX // b3440 // ECK3425
yhhY	b3441	yhhY // b3441 // ECK3427
yhhZ	b3442	UNCLASSIFIED
yhiD	b3508	UNCLASSIFIED
yhiI	b3487	UNCLASSIFIED
yhiJ	b3488	UNCLASSIFIED
yhiL	b4660	yhiL // b3490 // b3489 // ECK3474 // yhiK // b4660 // ECK3475
yhiM	b3491	yhiM // b3491 // ECK3476
yhiN	b3492	yhiN // b3492 // ECK3477
yhiS	b3504	yhiS // b3504 // ECK3489
yhiY	b4790	yhiY // b4790 // ECK4647
yhjB	b3520	yhjB // b3520 // ECK3505
yhjD	b3522	UNCLASSIFIED
yhjE	b3523	yhjE // b3523 // ECK3508
yhjG	b3524	UNCLASSIFIED
yhjJ	b3527	yhjJ // b3527 // ECK3512
yhjR	b3535	UNCLASSIFIED
yhjV	b3539	yhjV // b3539 // ECK3526
yhjX	b3547	yhjX // b3547 // ECK3534
yhjY	b3548	UNCLASSIFIED
yiaA	b3562	yiaA // b3562 // ECK3551
yiaB	b3563	UNCLASSIFIED
yiaC	b3550	yiaC // b3550 // ECK3537
yiaD	b3552	yiaD // b3552 // ECK3539
yiaF	b3554	UNCLASSIFIED
yiaG	b3555	yiaG // b3555 // ECK3542
yiaK	b3575	yiaK // b3575 // ECK3564
yiaL	b3576	UNCLASSIFIED
yiaM	b3577	yiaM // b3577 // ECK3566
yiaN	b3578	yiaN // b3578 // ECK3567
yiaO	b3579	yiaO // b3579 // ECK3568
yiaT	b3584	yiaT // b3584 // ECK3573
yiaU	b3585	yiaU // b3585 // ECK3574
yiaV	b3586	UNCLASSIFIED
yiaW	b3587	UNCLASSIFIED
yiaY	b3589	yiaY // b3589 // ECK3578
yibA	b3594	UNCLASSIFIED
yibF	b3592	yibF // b3592 // ECK3581
yibG	b3596	yibG // b3596 // ECK3585
yibH	b3597	UNCLASSIFIED
yibI	b3598	yibI // b3598 // ECK3587
yibJ	b3595	yibJ // rhsJ // b3595 // ECK3584
yibL	b3602	UNCLASSIFIED
yibN	b3611	yibN // b3611 // ECK3601
yibQ	b3614	yibQ // b3614 // ECK3604
yibS	b4650	yibS // b4650 // ECK4440
yibT	b4554	yibT // b4554 // ECK3591
yibU	b4652	yibU // b4652 // ECK4449
yibV	b4615	yibV // b4615 // ECK4424
yibW	b4651	yibW // b4651 // ECK4450
yibX	b4795	yibX // b4795 // ECK4652
yibY	b4796	yibY // b4796 // ECK4653
yicC	b3644	yicC // b3644 // ECK3634
yicG	b3646	yicG // b3646 // ECK3636
yicH	b3655	UNCLASSIFIED
yicI	b3656	yicI // b3656 // ECK3646
yicJ	b3657	yicJ // b3657 // ECK3647
yicL	b3660	yicL // b3660 // ECK3650
yicN	b3663	UNCLASSIFIED
yicR	b3638	yicR // radC // b3638 // ECK3628
yicS	b4555	yicS // b4555 // ECK3652
yicT	b4653	yicT // erhM // rhuM // b4653 // ECK4456
yicU	b4797	yicU // b4797 // ECK4654
yidA	b3697	UNCLASSIFIED
yidB	b3698	UNCLASSIFIED
yidC	b3705	yidC // b3705 // ECK3698
yidD	b4557	UNCLASSIFIED
yidE	b3685	yidE // yibE // b3685 // ECK3677
yidF	b3674	yidF // b3674 // ECK3665
yidG	b3675	yidG // b3675 // ECK3666
yidH	b3676	yidH // b3676 // ECK3667
yidI	b3677	yidI // b3677 // ECK3668
yidJ	b3678	yidJ // b3678 // ECK3669
yidK	b3679	yidK // b3679 // ECK3670
yidL	b3680	yidL // b3680 // ECK3671
yidP	b3684	yidP // b3684 // ECK3676
yidQ	b3688	UNCLASSIFIED
yidR	b3689	UNCLASSIFIED
yidX	b3696	UNCLASSIFIED
yidZ	b3711	yidZ // b3711 // ECK3704
yieE	b3712	UNCLASSIFIED
yieF	b3713	yieF // chrR // b3713 // ECK3706
yieH	b3715	UNCLASSIFIED
yieK	b3718	yieK // b3718 // ECK3711
yieL	b3719	yieL // b3719 // ECK3712
yieP	b3755	yieP // b3755 // ECK3749
yifB	b3765	yifB // b3765 // ECK3758
yifN	b3777	yifN // ECK3769 // yifO // b3777 // ECK3768
yigA	b3810	UNCLASSIFIED
yigB	b3812	yigB // b3812 // ECK3807
yigE	b4482	yigE // b3815 // b3814 // b4482 // ECK3809
yigF	b3817	yigF // b3817 // ECK3811
yigG	b3818	UNCLASSIFIED
yigI	b3820	UNCLASSIFIED
yigL	b3826	yigL // b3826 // ECK3820
yigZ	b3848	yigZ // b3848 // ECK3840
yihA	b3865	yihA // engB // b3865 // ECK3857
yihD	b3858	yihD // b3858 // ECK3850
yihF	b3861	UNCLASSIFIED
yihG	b3862	yihG // b3862 // ECK3854
yihI	b3866	yihI // b3866 // ECK3859
yihL	b3872	yihL // b3872 // ECK3865
yihM	b3873	UNCLASSIFIED
yihN	b3874	yihN // b3874 // ECK3867
yihO	b3876	yihO // squO // b3876 // ECK3869
yihP	b3877	yihP // b3877 // ECK3870
yihQ	b3878	yihQ // squQ // b3878 // ECK3871
yihR	b3879	yihR // squR // b3879 // ECK3872
yihS	b3880	yihS // squS // b3880 // ECK3873
yihT	b3881	yihT // squT // b3881 // ECK3874
yihU	b3882	yihU // squU // b3882 // ECK3875
yihV	b3883	yihV // squV // b3883 // ECK3876
yihX	b3885	yihX // b3885 // ECK3878
yihY	b3886	UNCLASSIFIED
yiiE	b3889	yiiE // b3889 // ECK3882
yiiF	b3890	UNCLASSIFIED
yiiG	b3896	UNCLASSIFIED
yiiM	b3910	yiiM // b3910 // ECK3903
yiiQ	b3920	UNCLASSIFIED
yiiR	b3921	yiiR // b3921 // ECK3913
yiiS	b3922	yiiS // b3922 // ECK3914
yiiX	b3937	yiiX // b3937 // ECK3929
yijD	b3964	yijD // b3964 // ECK3956
yijE	b3943	yijE // b3943 // ECK3935
yijF	b3944	yijF // b3944 // ECK3936
yijO	b3954	yijO // b3954 // ECK3945
yjaA	b4011	yjaA // b4011 // ECK4003
yjaB	b4012	yjaB // b4012 // ECK4004
yjaG	b3999	UNCLASSIFIED
yjaH	b4001	UNCLASSIFIED
yjaZ	b3989	yjaZ // htrC // b3989 // ECK3980
yjbB	b4020	yjbB // b4020 // ECK4012
yjbD	b4023	UNCLASSIFIED
yjbE	b4026	yjbE // b4026 // ECK4018
yjbF	b4027	yjbF // b4027 // ECK4019
yjbG	b4028	yjbG // b4028 // ECK4020
yjbH	b4029	yjbH // b4029 // ECK4021
yjbI	b4038	yjbI // b4038 // ECK4030
yjbJ	b4045	yjbJ // b4045 // ECK4037
yjbL	b4047	yjbL // b4047 // ECK4039
yjbM	b4048	yjbM // b4048 // ECK4040
yjbQ	b4056	UNCLASSIFIED
yjbR	b4057	UNCLASSIFIED
yjbS	b4621	yjbS // b4621 // ECK4429
yjbT	b4620	yjbT // b4620 // ECK4428
yjcB	b4060	UNCLASSIFIED
yjcE	b4065	yjcE // b4065 // ECK4058
yjcF	b4066	UNCLASSIFIED
yjcH	b4068	UNCLASSIFIED
yjcO	b4078	UNCLASSIFIED
yjcS	b4083	yjcS // b4083 // ECK4076
yjdF	b4121	UNCLASSIFIED
yjdI	b4126	UNCLASSIFIED
yjdJ	b4127	yjdJ // b4127 // ECK4120
yjdM	b4108	yjdM // phnA // b4108 // ECK4101
yjdN	b4107	yjdN // phnB // b4107 // ECK4100
yjdP	b4487	UNCLASSIFIED
yjdQ	b4654	yjdQ // b4654 // ECK4457
yjeH	b4141	yjeH // b4141 // ECK4135
yjeI	b4144	UNCLASSIFIED
yjeJ	b4145	UNCLASSIFIED
yjeM	b4156	yjeM // b4156 // ECK4152
yjeN	b4157	yjeN // b4157 // ECK4153
yjeO	b4158	UNCLASSIFIED
yjeT	b4176	UNCLASSIFIED
yjeV	b4670	yjeV // b4670 // ECK4485
yjfC	b4186	yjfC // b4186 // ECK4182
yjfF	b4231	yjfF // b4231 // ECK4226
yjfI	b4181	UNCLASSIFIED
yjfJ	b4182	yjfJ // b4182 // ECK4178
yjfK	b4183	UNCLASSIFIED
yjfL	b4184	yjfL // b4184 // ECK4180
yjfM	b4185	UNCLASSIFIED
yjfN	b4188	yjfN // b4188 // ECK4184
yjfP	b4190	UNCLASSIFIED
yjfY	b4199	yjfY // b4199 // ECK4195
yjfZ	b4204	yjfZ // b4204 // ECK4200
yjgA	b4234	yjgA // b4234 // ECK4229
yjgH	b4248	yjgH // b4248 // ECK4242
yjgL	b4253	yjgL // b4253 // ECK4246
yjgM	b4256	yjgM // b4256 // ECK4249
yjgN	b4257	UNCLASSIFIED
yjgR	b4263	yjgR // b4263 // ECK4256
yjgW	b4274	yjgW // b4274 // ECK4265
yjgX	b4575	yjgX // yjgY // b4276 // b4275 // b4560 // b4575 // ECK4266
yjgZ	b4277	yjgZ // b4277 // ECK4267
yjhD	b4281	yjhD // b4281 // ECK4271
yjhE	b4282	yjhE // b4282 // ECK4272
yjhF	b4296	yjhF // b4296 // ECK4285
yjhG	b4297	yjhG // b4297 // ECK4286
yjhH	b4298	yjhH // b4298 // ECK4287
yjhI	b4299	yjhI // b4299 // ECK4288
yjhP	b4306	yjhP // b4306 // ECK4296
yjhQ	b4307	yjhQ // b4307 // ECK4297
yjhR	b4308	yjhR // b4308 // ECK4299
yjhU	b4295	yjhU // b4295 // ECK4284
yjhV	b4286	yjhV // b4286 // ECK4276
yjhY	b4656	yjhY // b4656 // ECK4453
yjhZ	b4657	yjhZ // b4657 // ECK4455
yjiA	b4352	UNCLASSIFIED
yjiC	b4325	yjiC // b4325 // ECK4316
yjiG	b4329	yjiG // b4329 // ECK4320
yjiH	b4330	UNCLASSIFIED
yjiJ	b4332	yjiJ // b4332 // ECK4323
yjiK	b4333	UNCLASSIFIED
yjiL	b4334	yjiL // b4334 // ECK4325
yjiM	b4335	yjiM // b4335 // ECK4326
yjiN	b4336	yjiN // b4336 // ECK4327
yjiR	b4340	yjiR // b4340 // ECK4331
yjiS	b4341	yjiS // b4341 // ECK4332
yjiT	b4342	yjiT // b4342 // ECK4333
yjiV	b4486	yjiV // mcrD // yjiU // b4343 // b4344 // b4486 // ECK4334
yjiX	b4353	UNCLASSIFIED
yjjA	b4360	UNCLASSIFIED
yjjB	b4363	yjjB // b4363 // ECK4353
yjjG	b4374	yjjG // b4374 // ECK4365
yjjI	b4380	yjjI // yjjH // b4380 // ECK4372
yjjP	b4364	yjjP // b4364 // ECK4354
yjjQ	b4365	yjjQ // b4365 // ECK4355
yjjU	b4377	UNCLASSIFIED
yjjV	b4378	yjjV // b4378 // ECK4370
yjjW	b4379	yjjW // b4379 // ECK4371
yjjX	b4394	yjjX // b4394 // ECK4386
yjjY	b4402	yjjY // b4402 // ECK4394
yjjZ	b4567	yjjZ // b4567 // ECK4358
yjtD	b4403	UNCLASSIFIED
ykfA	b0253	ykfA // b0253 // ECK0255
ykfB	b0250	ykfB // b0250 // ECK0252
ykfC	b0258	ykfC // b0258 // ECK0260
ykfF	b0249	ykfF // b0249 // ECK0251
ykfG	b0247	ykfG // b0247 // ECK0249
ykfH	b4504	ykfH // b4504 // ECK0248
ykfI	b0245	ykfI // b0245 // ECK0246
ykfJ	b0235	ykfJ // b0235 // ECK0236
ykfK	b4628	ykfK // b4628 // ECK4444
ykfL	b4627	ykfL // b4627 // ECK4445
ykfM	b4586	ykfM // b4586 // ECK4397
ykfN	b4626	ykfN // b4626 // ECK4458
ykfO	b4815	UNCLASSIFIED
ykgA	b0300	ykgA // b0300 // ECK0300
ykgE	b0306	ykgE // b0306 // ECK0305
ykgF	b0307	ykgF // b0307 // ECK0306
ykgG	b0308	ykgG // b0308 // ECK0307
ykgH	b0310	UNCLASSIFIED
ykgJ	b0288	ykgJ // b0288 // ECK0287
ykgL	b0295	ykgL // b0295 // ECK0294
ykgM	b0296	ykgM // b0296 // ECK0296
ykgO	b4506	ykgO // b4506 // ECK0295
ykgP	b4630	ykgP // b4630 // ECK4446
ykgQ	b4631	ykgQ // b4631 // ECK4454
ykgR	b4671	ykgR // b4671 // ECK4486
ykgS	b4688	ykgS // b4688 // ECK4504
ykgV	b4729	ykgV // b4729 // ECK4586
ykiA	b0392	ykiA // b0392 // ECK0387
ykiB	b0370	ykiB // b0370 // ECK0367
ykiC	b4731	ykiC // b4731 // ECK4588
ykiD	b4732	ykiD // b4732 // ECK4589
ykiE	b4801	ykiE // b4801 // ECK4658
ylaC	b0458	ylaC // b0458 // ECK0452
ylbE	b4572	ylbE // b0519 // G0-10554 // b4507 // b4572 // ECK0512
ylbF	b0520	UNCLASSIFIED
ylbG	b0502	ylbG // b0502 // ECK0495
ylbH	b0499	ylbH // rhsH // b0499 // ECK0493
ylbI	b4632	ylbI // b4632 // ECK4441
ylcG	b4509	ylcG // b4509 // ECK0542
ylcH	b4588	ylcH // b4588 // ECK4398
ylcI	b4589	ylcI // b4589 // ECK4399
ylcJ	b4733	ylcJ // b4733 // ECK4590
yldA	b4734	yldA // b4734 // ECK4591
yliI	b0837	yliI // b0837 // ECK0827
yliL	b0816	yliL // b0816 // ECK0805
yliM	b4736	yliM // b4736 // ECK4593
yljB	b4770	yljB // b4770 // ECK4627
ymcE	b0991	ymcE // b0991 // ECK0981
ymcF	b4723	UNCLASSIFIED
ymdA	b1044	ymdA // b1044 // ECK1030
ymdB	b1045	ymdB // b1045 // ECK1031
ymdE	b1028	ymdE // b1028 // ECK1016
ymdF	b4518	UNCLASSIFIED
ymdG	b4737	ymdG // b4737 // ECK4594
ymfA	b1122	ymfA // b1122 // ECK1108
ymfD	b1137	ymfD // b1137 // ECK1123
ymfE	b1138	ymfE // b1138 // ECK1124
ymfH	b1142	ymfH // b1142 // ECK1128
ymfI	b1143	ymfI // b1143 // ECK1129
ymfJ	b1144	ymfJ // b1144 // ECK1130
ymfK	b1145	ymfK // cohE // b1145 // ECK1131
ymfL	b1147	ymfL // b1147 // ECK1133
ymfM	b1148	ymfM // sfiC // b1148 // ECK1134
ymfN	b1149	ymfN // b1149 // ECK1135
ymfQ	b1153	ymfQ // b1153 // ECK1139
ymfR	b1150	ymfR // b1150 // ECK1136
ymfT	b1146	ymfT // croE // b1146 // ECK1132
ymgA	b1165	ymgA // b1165 // ECK1152
ymgC	b1167	ymgC // b1167 // ECK1154
ymgD	b1171	ymgD // b1171 // ECK1158
ymgE	b1195	ymgE // tag // b1195 // ECK1183
ymgF	b4520	ymgF // b4520 // ECK1156
ymgG	b1172	ymgG // b1172 // ECK1159
ymgI	b4593	ymgI // b4593 // ECK4403
ymgJ	b4594	ymgJ // b4594 // ECK4404
ymgK	b4738	ymgK // b4738 // ECK4595
ymgL	b4739	ymgL // b4739 // ECK4596
ymgM	b4740	ymgM // b4740 // ECK4597
ymgN	b4816	UNCLASSIFIED
ymiA	b4522	ymiA // yciX_1 // b4522 // ECK4433
ymiB	b4672	ymiB // b4672 // ECK4487
ymiC	b4741	ymiC // b4741 // ECK4598
ymiD	b4772	ymiD // b4772 // ECK4629
ymjA	b1295	ymjA // b1295 // ECK1290
ymjB	b4524	ymjB // b4524 // ECK1314
ymjC	b4525	ymjC // b4525 // ECK1323
ymjD	b4673	UNCLASSIFIED
ymjE	b4742	ymjE // b4742 // ECK4599
ynaA	b1368	ynaA // tmpR // b1368 // ECK1365
ynaE	b1375	ynaE // b1375 // ECK1370
ynaI	b1330	ynaI // b1330 // ECK1327
ynaJ	b1332	ynaJ // b1332 // ECK1328
ynaK	b1365	ynaK // b1365 // ECK1363
ynaL	b4743	ynaL // C0343 // b4743 // ECK4600
ynaM	b4744	ynaM // b4744 // ECK4601
ynaN	b4773	ynaN // b4773 // ECK4630
ynbA	b1408	ynbA // b1408 // ECK1401
ynbB	b1409	UNCLASSIFIED
ynbC	b1410	ynbC // b1410 // ECK1403
ynbD	b1411	ynbD // b1411 // ECK1404
ynbE	b1382	ynbE // b1382 // ECK1379
ynbG	b4674	ynbG // b4674 // ECK4489
yncE	b1452	UNCLASSIFIED
yncG	b1454	yncG // b1454 // ECK1448
yncH	b1455	yncH // b1455 // ECK1449
yncI	b1459	yncI // yncM // b1458 // ECK1453 // b1459 // ECK1452
yncJ	b1436	yncJ // b1436 // ECK1430
yncK	b4578	yncK // insP // b4531 // b4530 // b4578 // ECK1425
yncL	b4598	yncL // b4598 // ECK4408
yncO	b4745	yncO // b4745 // ECK4602
yncP	b4774	yncP // b4774 // ECK4631
yneE	b1520	UNCLASSIFIED
yneG	b1523	yneG // b1523 // ECK1516
yneK	b1527	UNCLASSIFIED
yneL	b1506	yneL // b1506 // ECK1499
yneO	b4696	yneO // orfT // ydeK // ydeU // b1509 // b1510 // ECK1502 // b4696 // ECK1503
yneP	b4747	yneP // b4747 // ECK4604
ynfA	b1582	UNCLASSIFIED
ynfB	b1583	ynfB // b1583 // ECK1578
ynfC	b1585	ynfC // b1585 // ECK1580
ynfD	b1586	ynfD // b1586 // ECK1581
ynfE	b1587	ynfE // b1587 // ECK1582
ynfF	b1588	ynfF // b1588 // ECK1583
ynfG	b1589	ynfG // b1589 // ECK1584
ynfH	b1590	ynfH // b1590 // ECK1585
ynfL	b1595	ynfL // b1595 // ECK1590
ynfM	b1596	ynfM // yzyC // b1596 // ECK1591
ynfN	b1551	ynfN // b1551 // ECK1545
ynfO	b4533	ynfO // b4533 // ECK1542
ynfP	b4534	ynfP // ydfJ_1 // b4534 // ECK1574
ynfQ	b4724	UNCLASSIFIED
ynfR	b4749	ynfR // b4749 // ECK4606
ynfS	b4750	ynfS // b4750 // ECK4607
ynfT	b4748	ynfT // b4748 // ECK4605
ynfU	b4776	ynfU // b4776 // ECK4633
ynhH	b4817	UNCLASSIFIED
yniA	b1725	yniA // b1725 // ECK1723
yniB	b1726	yniB // b1726 // ECK1724
yniD	b4535	yniD // b4535 // ECK1719
ynjA	b1753	UNCLASSIFIED
ynjB	b1754	ynjB // b1754 // ECK1752
ynjC	b1755	ynjC // b1755 // ECK1753
ynjD	b1756	ynjD // b1756 // ECK1754
ynjE	b1757	ynjE // b1757 // ECK1755
ynjF	b1758	ynjF // b1758 // ECK1756
ynjH	b1760	ynjH // b1760 // ECK1758
ynjI	b1762	UNCLASSIFIED
yoaA	b1808	yoaA // b1808 // ECK1806
yoaB	b1809	UNCLASSIFIED
